# File: A54.india_StubTranTechCost.csv
# Title: Non-energy sub technology transport cost
# Units: 1990$/VKM
# Column types: ccccicn
# ----------
region,supplysector,tranSubsector,stub.technology,year,minicam.non.energy.input,input.cost
India,trn_pass_road_LDV_2W,LDV_2W,Electric,2080,non-energy,0.053007533
India,trn_pass_road_LDV_2W,LDV_2W,Electric,2085,non-energy,0.053124465
India,trn_pass_road_LDV_2W,LDV_2W,Electric,2090,non-energy,0.05330542
India,trn_pass_road_LDV_2W,LDV_2W,Electric,2095,non-energy,0.053551007
India,trn_pass_road_LDV_2W,LDV_2W,Electric,2100,non-energy,0.053551007
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,1975,non-energy,0.043702896
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,1990,non-energy,0.044924306
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2005,non-energy,0.046179852
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2010,non-energy,0.047470488
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2015,non-energy,0.048797194
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2020,non-energy,0.05016098
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2025,non-energy,0.05156288
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2030,non-energy,0.053006838
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2035,non-energy,0.054494114
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2040,non-energy,0.056026009
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2045,non-energy,0.05760386
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2050,non-energy,0.059229048
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2055,non-energy,0.059229048
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2060,non-energy,0.059229048
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2065,non-energy,0.059229048
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2070,non-energy,0.059229048
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2075,non-energy,0.059229048
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2080,non-energy,0.059229048
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2085,non-energy,0.059229048
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2090,non-energy,0.059229048
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2095,non-energy,0.059229048
India,trn_pass_road_LDV_2W,LDV_2W,Liquids,2100,non-energy,0.059229048
India,trn_pass_road_LDV_4W,LDV_4W,Electric,1975,non-energy,3.079335336
India,trn_pass_road_LDV_4W,LDV_4W,Electric,1990,non-energy,2.402768962
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2005,non-energy,1.874852218
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2010,non-energy,1.462925023
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2015,non-energy,1.141503102
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2020,non-energy,0.890671087
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2025,non-energy,0.695003756
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2030,non-energy,0.570202172
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2035,non-energy,0.527556646
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2040,non-energy,0.51177303
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2045,non-energy,0.501563617
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2050,non-energy,0.49521661
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2055,non-energy,0.489576833
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2060,non-energy,0.484620983
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2065,non-energy,0.480328661
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2070,non-energy,0.476682226
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2075,non-energy,0.47366668
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2080,non-energy,0.471269559
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2085,non-energy,0.469480848
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2090,non-energy,0.468292916
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2095,non-energy,0.467700459
India,trn_pass_road_LDV_4W,LDV_4W,Electric,2100,non-energy,0.467700459
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,1975,non-energy,1.709659277
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,1990,non-energy,1.737126749
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2005,non-energy,1.765035515
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2010,non-energy,2.306377982
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2015,non-energy,2.037947144
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2020,non-energy,1.800757985
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2025,non-energy,1.591174397
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2030,non-energy,1.405989299
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2035,non-energy,1.242361531
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2040,non-energy,1.097780907
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2045,non-energy,0.970029628
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2050,non-energy,0.857148216
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2055,non-energy,0.73543317
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2060,non-energy,0.631001659
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2065,non-energy,0.61207161
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2070,non-energy,0.593709461
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2075,non-energy,0.575898178
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2080,non-energy,0.558621232
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2085,non-energy,0.541862595
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2090,non-energy,0.525606717
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2095,non-energy,0.509838516
India,trn_pass_road_LDV_4W,LDV_4W,FCEV,2100,non-energy,0.49454336
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,1975,non-energy,0.454558078
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,1990,non-energy,0.4681279
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2005,non-energy,0.482102819
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2010,non-energy,0.496494928
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2015,non-energy,0.511316681
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2020,non-energy,0.526580905
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2025,non-energy,0.542300808
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2030,non-energy,0.558492309
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2035,non-energy,0.575169554
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2040,non-energy,0.592347117
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2045,non-energy,0.610040007
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2050,non-energy,0.628263683
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2055,non-energy,0.628263683
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2060,non-energy,0.628263683
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2065,non-energy,0.628263683
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2070,non-energy,0.628263683
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2075,non-energy,0.628263683
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2080,non-energy,0.628263683
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2085,non-energy,0.628263683
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2090,non-energy,0.628263683
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2095,non-energy,0.628263683
India,trn_pass_road_LDV_4W,LDV_4W,Liquids,2100,non-energy,0.628263683
India,trn_pass_road_LDV_4W,LDV_4W,NG,1975,non-energy,0.448397094
India,trn_pass_road_LDV_4W,LDV_4W,NG,1990,non-energy,0.461917292
India,trn_pass_road_LDV_4W,LDV_4W,NG,2005,non-energy,0.475845154
India,trn_pass_road_LDV_4W,LDV_4W,NG,2010,non-energy,0.490192973
India,trn_pass_road_LDV_4W,LDV_4W,NG,2015,non-energy,0.504973412
India,trn_pass_road_LDV_4W,LDV_4W,NG,2020,non-energy,0.520199515
India,trn_pass_road_LDV_4W,LDV_4W,NG,2025,non-energy,0.53588472
India,trn_pass_road_LDV_4W,LDV_4W,NG,2030,non-energy,0.552044743
India,trn_pass_road_LDV_4W,LDV_4W,NG,2035,non-energy,0.568693959
India,trn_pass_road_LDV_4W,LDV_4W,NG,2040,non-energy,0.585847175
India,trn_pass_road_LDV_4W,LDV_4W,NG,2045,non-energy,0.60351965
India,trn_pass_road_LDV_4W,LDV_4W,NG,2050,non-energy,0.621727101
India,trn_pass_road_LDV_4W,LDV_4W,NG,2055,non-energy,0.621727101
India,trn_pass_road_LDV_4W,LDV_4W,NG,2060,non-energy,0.621727101
India,trn_pass_road_LDV_4W,LDV_4W,NG,2065,non-energy,0.621727101
India,trn_pass_road_LDV_4W,LDV_4W,NG,2070,non-energy,0.621727101
India,trn_pass_road_LDV_4W,LDV_4W,NG,2075,non-energy,0.621727101
India,trn_pass_road_LDV_4W,LDV_4W,NG,2080,non-energy,0.621727101
India,trn_pass_road_LDV_4W,LDV_4W,NG,2085,non-energy,0.621727101
India,trn_pass_road_LDV_4W,LDV_4W,NG,2090,non-energy,0.621727101
India,trn_pass_road_LDV_4W,LDV_4W,NG,2095,non-energy,0.621727101
India,trn_pass_road_LDV_4W,LDV_4W,NG,2100,non-energy,0.621727101
India,trn_shipping_intl,Ship International,Liquids,1975,non-energy,16.5779
India,trn_shipping_intl,Ship International,Liquids,1990,non-energy,16.5779
India,trn_shipping_intl,Ship International,Liquids,2005,non-energy,16.5779
India,trn_shipping_intl,Ship International,Liquids,2010,non-energy,16.5779
India,trn_shipping_intl,Ship International,Liquids,2015,non-energy,16.5779
India,trn_shipping_intl,Ship International,Liquids,2020,non-energy,16.5779
India,trn_shipping_intl,Ship International,Liquids,2025,non-energy,16.5779
India,trn_shipping_intl,Ship International,Liquids,2030,non-energy,16.5779
India,trn_shipping_intl,Ship International,Liquids,2035,non-energy,16.5779
India,trn_shipping_intl,Ship International,Liquids,2040,non-energy,16.5779
India,trn_shipping_intl,Ship International,Liquids,2045,non-energy,16.5779
India,trn_shipping_intl,Ship International,Liquids,2050,non-energy,16.5779
India,trn_shipping_intl,Ship International,Liquids,2055,non-energy,16.5779
India,trn_shipping_intl,Ship International,Liquids,2060,non-energy,16.5779
India,trn_shipping_intl,Ship International,Liquids,2065,non-energy,16.5779
India,trn_shipping_intl,Ship International,Liquids,2070,non-energy,16.5779
India,trn_shipping_intl,Ship International,Liquids,2075,non-energy,16.5779
India,trn_shipping_intl,Ship International,Liquids,2080,non-energy,16.5779
India,trn_shipping_intl,Ship International,Liquids,2085,non-energy,16.5779
India,trn_shipping_intl,Ship International,Liquids,2090,non-energy,16.5779
India,trn_shipping_intl,Ship International,Liquids,2095,non-energy,16.5779
India,trn_shipping_intl,Ship International,Liquids,2100,non-energy,16.5779
